DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,culture_type
ACH-000345,KP-N-RT-BM-1,KPNRTBM1,KPNRTBM1_AUTONOMIC_GANGLIA,,924189.0,Female,HSRRB,CVCL_1339,852.0,bone_marrow,Metastasis,Neuroblastoma,,,SIDM00557,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Adherent
ACH-000346,JVM-3,JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907270.0,Male,DSMZ,CVCL_1320,1632.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",73.0,SIDM01012,,blood,CLL,b_cell,,
ACH-000347,QGP-1,QGP1,QGP1_PANCREAS,,1298534.0,Male,HSRRB,CVCL_3143,469.0,pancreas,Primary,Pancreatic Cancer,Somatostatinoma,61.0,SIDM00360,,pancreas,endocrine,somatostatinoma,,Adherent
ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,,910903.0,Female,ATCC,CVCL_1666,1909.0,lymph_node,Metastasis,Skin Cancer,Melanoma,18.0,SIDM01087,,skin,melanoma,,,Adherent
ACH-000349,HCC1500,HCC1500,HCC1500_BREAST,,1303900.0,Female,ATCC,CVCL_1254,653.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,32.0,SIDM00879,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,Adherent
ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,,910689.0,Male,DSMZ,CVCL_1129,2148.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69.0,SIDM00957,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000351,MKN1,MKN1,MKN1_STOMACH,,908138.0,Male,HSRRB,CVCL_1415,1647.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,72.0,SIDM00271,,gastric,gastric_adenocarcinoma,,,
ACH-000352,HCC1428,HCC1428,HCC1428_BREAST,,1290905.0,Female,ATCC,CVCL_1252,1567.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,49.0,SIDM00881,,breast,breast_carcinoma,ERpos_HER2neg,luminal,
ACH-000353,TE-15,TE15,TE15_OESOPHAGUS,,753614.0,Female,RIKEN,CVCL_1763,575.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00249,,esophagus,esophagus_squamous,,,
ACH-000354,Capan-1,CAPAN1,CAPAN1_PANCREAS,,753624.0,Male,ATCC,CVCL_0237,641.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",40.0,SIDM00934,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000355,NCI-H82,NCIH82,NCIH82_LUNG,,688031.0,Male,ATCC,CVCL_1591,1545.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),41.0,SIDM01131,,lung,SCLC,,,Adherent
ACH-000356,MKN-45,MKN45,MKN45_STOMACH,,925340.0,Female,HSRRB,CVCL_0434,1542.0,liver,Metastasis,Gastric Cancer,Adenocarcinoma,62.0,SIDM00247,,gastric,gastric_adenocarcinoma,diffuse_gastric,,
ACH-000357,JeKo-1,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327765.0,Female,DSMZ,CVCL_1865,2118.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",78.0,SIDM01038,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,,Suspension
ACH-000358,NCI-H69,NCIH69,NCIH69_LUNG,,688027.0,Male,ATCC,CVCL_1579,1016.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55.0,SIDM01121,,lung,SCLC,,,
ACH-000359,MG-63,MG63,MG63_BONE,,908131.0,Male,ATCC,CVCL_0426,2170.0,bone,Primary,Bone Cancer,Osteosarcoma,14.0,SIDM00525,,bone,osteosarcoma,,,Adherent
ACH-000360,NCI-H508,NCIH508,NCIH508_LARGE_INTESTINE,,908442.0,Male,ATCC,CVCL_1564,35.0,abdomen,Metastasis,Colon/Colorectal Cancer,Caecum Adenocarcinoma,55.0,SIDM00777,,colorectal,caecum_adenocarcinoma,,,
ACH-000361,SK-HEP-1,SKHEP1,SKHEP1_LIVER,,909719.0,Male,ATCC,CVCL_0525,874.0,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,52.0,SIDM01110,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000362,MOLM-13,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330947.0,Male,DSMZ,CVCL_2119,747.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),20.0,SIDM00437,,blood,AML,,,Suspension
ACH-000363,SK-MM-2,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753612.0,Male,DSMZ,CVCL_1699,1003.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,54.0,SIDM00391,,plasma_cell,multiple_myeloma,,,
ACH-000364,U-2 OS,U2OS,U2OS_BONE,"U2-OS, U-2 OS",909776.0,Female,ATCC,CVCL_0042,1145.0,bone,Primary,Bone Cancer,Osteosarcoma,15.0,SIDM01191,,bone,osteosarcoma,,,Adherent
ACH-000365,SU-DHL-4,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331035.0,Male,DSMZ,CVCL_0539,1450.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),38.0,SIDM00405,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Suspension
ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,,688086.0,Female,ATCC,CVCL_1701,867.0,bone_marrow,Metastasis,Neuroblastoma,,2.0,SIDM01100,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Adherent
ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,,905941.0,Male,ATCC,CVCL_1544,1221.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00139,,lung,NSCLC,NSCLC_squamous,,
ACH-000369,MOLM-16,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330948.0,Female,DSMZ,CVCL_2120,1229.0,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),77.0,SIDM00435,,blood,AML,,,Suspension
ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910861.0,Male,ATCC,CVCL_1660,1273.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins",52.0,SIDM01089,,lymphocyte,non_hodgkin_lymphoma,b_cell,,Suspension
ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909251.0,Male,DSMZ,CVCL_1630,2153.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",7.0,SIDM00463,,blood,ALL,t_cell,,
ACH-000373,SKM-1,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909722.0,Male,HSRRB,CVCL_0098,304.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),76.0,SIDM00380,,blood,AML,,,Suspension
ACH-000374,HCC1143,HCC1143,HCC1143_BREAST,,749710.0,Female,ATCC,CVCL_1245,1316.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,52.0,SIDM00866,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000375,G-402,G402,G402_SOFT_TISSUE,,907298.0,Female,ATCC,CVCL_1221,1089.0,kidney,Primary,Kidney Cancer,Renal Leiomyoblastoma,0.75,SIDM00855,,soft_tissue,malignant_rhabdoid_tumor,renal_leiomyoblastoma,,
ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,,905985.0,Female,NCI/DCTD,CVCL_1690,1164.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67.0,SIDM00084,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,,1240191.0,Male,ATCC,CVCL_1574,955.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",56.0,SIDM01125,,lung,NSCLC,NSCLC_adenosquamous,,Adherent
ACH-000379,NCI-H1781,NCIH1781,NCIH1781_LUNG,,1298350.0,Female,ATCC,CVCL_1494,2228.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",66.0,SIDM00754,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000380,KMS-12-BM,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907281.0,Female,DSMZ,CVCL_1334,2087.0,bone_marrow,Primary,Myeloma,Multiple Myeloma,64.0,SIDM01020,,plasma_cell,multiple_myeloma,,,Suspension
ACH-000381,T84,T84,T84_LARGE_INTESTINE,,909761.0,Male,ATCC,CVCL_0555,997.0,lung,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,72.0,SIDM00782,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000383,OE33,OE33,OE33_OESOPHAGUS,,910549.0,Female,HPACC,CVCL_0471,1554.0,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,73.0,SIDM00477,,esophagus,esophagus_adenocarcinoma,,,Adherent
ACH-000384,SW 780,SW780,SW780_URINARY_TRACT,,687457.0,Female,ATCC,CVCL_1728,2039.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80.0,SIDM01160,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000386,KG-1,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907278.0,Male,ATCC,CVCL_0374,193.0,bone_marrow,Primary,Leukemia,Acute Myelogenous Leukemia (AML),59.0,SIDM00785,,blood,AML,,,Suspension
ACH-000389,H4,H4,H4_CENTRAL_NERVOUS_SYSTEM,,907042.0,Male,ATCC,CVCL_1239,1244.0,central_nervous_system,Primary,Brain Cancer,Glioma,37.0,SIDM00852,,central_nervous_system,glioma,,,Adherent
ACH-000391,MHH-ES-1,MHHES1,MHHES1_BONE,,908134.0,Male,DSMZ,CVCL_1411,339.0,ascites,Metastasis,Bone Cancer,Ewings Sarcoma,12.0,SIDM00386,,bone,Ewing_sarcoma,,EWS_FLI,Adherent
ACH-000392,Calu-3,CALU3,CALU3_LUNG,,687777.0,Male,ATCC,CVCL_0609,219.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",25.0,SIDM00922,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000394,NCI-H2081,NCIH2081,NCIH2081_LUNG,,908480.0,Female,ATCC,CVCL_1522,914.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59.0,SIDM00710,,lung,SCLC,,,Suspension
ACH-000395,NCI-H520,NCIH520,NCIH520_LUNG,,908443.0,Male,ATCC,CVCL_1566,2200.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01130,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000396,J82,J82,J82_URINARY_TRACT,,753566.0,Male,ATCC,CVCL_0359,1232.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,58.0,SIDM00693,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000399,NCI-H2196,NCIH2196,NCIH2196_LUNG,,908481.0,Male,ATCC,CVCL_1539,916.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67.0,SIDM00731,,lung,SCLC,,,Adherent
ACH-000400,SK-CO-1,SKCO1,SKCO1_LARGE_INTESTINE,,909718.0,Male,ATCC,CVCL_0626,40.0,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,65.0,SIDM01096,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000401,COLO-800,COLO800,COLO800_SKIN,,906813.0,Male,ATCC,CVCL_1135,21.0,skin,Metastasis,Skin Cancer,Melanoma,14.0,SIDM00515,,skin,melanoma,,,
ACH-000403,NCI-H747,NCIH747,NCIH747_LARGE_INTESTINE,,908457.0,Male,ATCC,CVCL_1587,573.0,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69.0,SIDM00778,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000408,TE-5,TE5,TE5_OESOPHAGUS,,735784.0,Female,RIKEN,CVCL_1764,576.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,73.0,SIDM00347,,esophagus,esophagus_squamous,,,
ACH-000410,Saos-2,SAOS2,SAOS2_BONE,,909707.0,Female,ATCC,CVCL_0548,399.0,bone,Primary,Bone Cancer,Osteosarcoma,11.0,SIDM01084,,bone,osteosarcoma,,,Adherent
ACH-000411,769-P,769P,769P_KIDNEY,,910922.0,Female,ATCC,CVCL_1050,1186.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",63.0,SIDM00803,,kidney,renal_cell_carcinoma,clear_cell,,Adherent
ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,,1240185.0,Female,ATCC,CVCL_1508,183.0,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",62.0,SIDM00762,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,,910399.0,Male,ATCC,CVCL_1594,484.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59.0,SIDM01150,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000417,Panc 08.13,PANC0813,PANC0813_PANCREAS,,925347.0,Male,ATCC,CVCL_1638,635.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",85.0,SIDM01136,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000420,SNU-449,SNU449,SNU449_LIVER,,909738.0,Male,ATCC,CVCL_0454,129.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,52.0,SIDM01194,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000421,SW837,SW837,SW837_LARGE_INTESTINE,,909755.0,Male,ATCC,CVCL_1729,1141.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53.0,SIDM00833,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000422,SNU-475,SNU475,SNU475_LIVER,,909739.0,Male,ATCC,CVCL_0497,2059.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,43.0,SIDM01196,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000423,SK-MEL-3,SKMEL3,SKMEL3_SKIN,,909724.0,Female,ATCC,CVCL_0550,1572.0,lymph_node,Metastasis,Skin Cancer,Melanoma,42.0,SIDM01105,,skin,melanoma,,,Adherent
ACH-000424,TC-71,TC71,TC71_BONE,,1240221.0,Male,DSMZ,CVCL_2213,2194.0,bone,Primary,Bone Cancer,Ewings Sarcoma,22.0,SIDM00419,,bone,Ewing_sarcoma,,,
ACH-000425,UACC-62,UACC62,UACC62_SKIN,,905976.0,Unknown,NCI/DCTD,CVCL_1780,8.0,skin,,Skin Cancer,Melanoma,,SIDM00107,,skin,melanoma,,,
ACH-000427,NCI-N87,NCIN87,NCIN87_STOMACH,,908461.0,Male,ATCC,CVCL_1603,88.0,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM01147,,gastric,gastric_adenocarcinoma,tubular,,Adherent
ACH-000428,UO-31,UO31,UO31_KIDNEY,,905981.0,Unknown,Academic lab,CVCL_1911,1636.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00112,,kidney,renal_cell_carcinoma,,,Adherent
ACH-000429,A-704,A704,A704_KIDNEY,,910920.0,Male,ATCC,CVCL_1065,949.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,78.0,SIDM00849,,kidney,renal_cell_carcinoma,,,
ACH-000430,TYK-nu,TYKNU,TYKNU_OVARY,,909774.0,Female,HSRRB,CVCL_1776,476.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00321,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000431,NCI-H1694,NCIH1694,NCIH1694_LUNG,,688006.0,Male,ATCC,CVCL_1489,451.0,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61.0,SIDM00741,,lung,SCLC,,,Suspension
ACH-000432,BV-173,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910710.0,Male,DSMZ,CVCL_0181,321.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",45.0,SIDM00962,,blood,CML,blast_crisis,,Suspension
ACH-000433,Caki-1,CAKI1,CAKI1_KIDNEY,,905963.0,Male,ATCC,CVCL_0234,289.0,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49.0,SIDM00941,,kidney,renal_cell_carcinoma,clear_cell,,Adherent
ACH-000434,NCI-H1915,NCIH1915,NCIH1915_LUNG,,1240184.0,Female,ATCC,CVCL_1505,1823.0,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61.0,SIDM00763,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000437,SW 1088,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745.0,Male,ATCC,CVCL_1715,1310.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,72.0,SIDM01155,,central_nervous_system,glioma,astrocytoma,,Adherent
ACH-000438,,LU65,LU65_LUNG,,724863.0,Male,JCRB,CVCL_1392,47.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",64.0,SIDM00547,,lung,NSCLC,NSCLC_large_cell,,
ACH-000439,ME-1,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942.0,Male,DSMZ,CVCL_2110,427.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40.0,SIDM00338,,blood,AML,M4,,Suspension
ACH-000440,CA46,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703.0,Male,ATCC,CVCL_1101,1190.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00907,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,Adherent
ACH-000441,SH-4,SH4,SH4_SKIN,,909713.0,Female,ATCC,CVCL_1692,1179.0,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60.0,SIDM01079,,skin,melanoma,,,Mixed adherent and suspension
ACH-000442,RERF-LC-Sq1,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538.0,Female,HSRRB,CVCL_1656,449.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",74.0,SIDM00354,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000443,OVKATE,OVKATE,OVKATE_OVARY,,1240199.0,Female,HSRRB,CVCL_3110,1094.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",40.0,SIDM00466,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000447,NCI-H2228,NCIH2228,NCIH2228_LUNG,,687816.0,Female,ATCC,CVCL_1543,1812.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00729,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000448,NCI-H1666,NCIH1666,NCIH1666_LUNG,,908473.0,Female,ATCC,CVCL_1485,958.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50.0,SIDM00743,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000449,MES-SA,MESSA,MESSA_SOFT_TISSUE,,908127.0,Female,ATCC,CVCL_1404,1395.0,endometrium,Primary,Sarcoma,Uterine Sarcoma,56.0,SIDM00625,,soft_tissue,uterine_sarcoma,,,Adherent
ACH-000450,MEL-HO,MELHO,MELHO_SKIN,,908124.0,Female,DSMZ,CVCL_1402,2109.0,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,,skin,melanoma,,,Adherent
ACH-000451,NCI-H2085,NCIH2085,NCIH2085_LUNG,,687812.0,Male,ATCC,CVCL_1523,80.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",45.0,SIDM00709,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000452,TE-8,TE8,TE8_OESOPHAGUS,,753623.0,Male,RIKEN,CVCL_1766,2253.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00326,,esophagus,esophagus_squamous,,,
ACH-000456,B-CPAP,BCPAP,BCPAP_THYROID,,924104.0,Female,DSMZ,CVCL_0153,346.0,thyroid,Primary,Thyroid Cancer,"Carcinoma, papillary",76.0,SIDM00992,,thyroid,thyroid_carcinoma,papillary,,Adherent
ACH-000457,CAL-54,CAL54,CAL54_KIDNEY,,910952.0,Male,DSMZ,CVCL_1111,482.0,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,75.0,SIDM00932,,kidney,renal_cell_carcinoma,,,Adherent
ACH-000463,NCI-H460,NCIH460,NCIH460_LUNG,,905943.0,Male,ATCC,CVCL_0459,2146.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000464,CAS-1,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943.0,Male,ICLC,CVCL_1117,604.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63.0,SIDM00212,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000465,SK-MEL-1,SKMEL1,SKMEL1_SKIN,,909723.0,Male,ATCC,CVCL_0068,42.0,haematopoietic_and_lymphoid_tissue,Metastasis,Skin Cancer,Melanoma,29.0,SIDM01107,,skin,melanoma,,,Suspension
ACH-000467,HCC-56,HCC56,HCC56_LARGE_INTESTINE,,1290907.0,Unknown,HSRRB,CVCL_2917,1036.0,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00597,,colorectal,colorectal_adenocarcinoma,,,
ACH-000469,YH-13,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,,909905.0,Male,HSRRB,CVCL_1795,468.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,40.0,SIDM00316,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000470,SW1463,SW1463,SW1463_LARGE_INTESTINE,,909748.0,Female,ATCC,CVCL_1718,271.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,66.0,SIDM00834,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000472,HSC-2,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,,753562.0,Male,HSRRB,CVCL_1287,944.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,69.0,SIDM00590,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000473,RT-112,RT112,RT112_URINARY_TRACT,,909704.0,Female,DSMZ,CVCL_1670,25.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00402,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000475,huH-1,HUH1,HUH1_LIVER,,1298146.0,Male,HSRRB,CVCL_2956,1855.0,liver,Primary,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",53.0,SIDM00586,,liver,hepatocellular_carcinoma,hbs_antigen_carrier,,Adherent
ACH-000476,JHH-4,JHH4,JHH4_LIVER,,1240158.0,Male,HSRRB,CVCL_2787,931.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,51.0,SIDM00616,,liver,hepatocellular_carcinoma,,,
ACH-000478,SNU-387,SNU387,SNU387_LIVER,,909736.0,Female,ATCC,CVCL_0250,1482.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,41.0,SIDM01180,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000480,HuH-7,HUH7,HUH7_LIVER,,907071.0,Male,HSRRB,CVCL_0336,2195.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,57.0,SIDM00585,,liver,hepatocellular_carcinoma,,,
ACH-000481,NCI-H2170,NCIH2170,NCIH2170_LUNG,,687815.0,Male,ATCC,CVCL_1535,1811.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00716,,lung,NSCLC,NSCLC_squamous,,Mixed adherent and suspension
ACH-000482,RERF-LC-KJ,RERFLCKJ,RERFLCKJ_LUNG,,1298537.0,Male,HSRRB,CVCL_1654,960.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",78.0,SIDM00356,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000483,SNU-182,SNU182,SNU182_LIVER,,1240216.0,Male,ATCC,CVCL_0090,1481.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24.0,SIDM01151,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000484,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,,1240224.0,Male,RIKEN,CVCL_1790,1459.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00318,,kidney,renal_cell_carcinoma,,,Adherent
ACH-000486,KU-19-19,KU1919,KU1919_URINARY_TRACT,,907312.0,Male,DSMZ,CVCL_1344,892.0,urinary_tract,,Bladder Cancer,Transitional Cell Carcinoma,76.0,SIDM01033,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000488,TE-11,TE11,TE11_OESOPHAGUS,,946354.0,Male,RIKEN,CVCL_1761,2073.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58.0,SIDM00348,,esophagus,esophagus_squamous,,,
ACH-000489,SW1116,SW1116,SW1116_LARGE_INTESTINE,,909746.0,Male,ATCC,CVCL_0544,480.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73.0,SIDM00835,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,,908458.0,Male,ATCC,CVCL_1581,649.0,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,33.0,SIDM00779,,colorectal,colorectal_adenocarcinoma,,,Adherent
